"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type","name_winery_region"
"Résonance Pinot Noir 2014","United States","Willamette Valley","Résonance",4.2,39,76.99,2014,"Red","Résonance Pinot Noir 2014 - Résonance, Willamette Valley"
"Finca Biniagual Verán 2016","Spain","Binissalem-Mallorca","Biniagual",4.2,39,18.83,2016,"Red","Finca Biniagual Verán 2016 - Biniagual, Binissalem-Mallorca"
"Côtes du Rhône 2017","France","Côtes-du-Rhône","Château du Bois de la Garde",3.7,39,7.7,2017,"Red","Côtes du Rhône 2017 - Château du Bois de la Garde, Côtes-du-Rhône"
"Hugonis 2016","Italy","Terre Siciliane","Tenuta Rapitalà",3.8,39,20.37,2016,"Red","Hugonis 2016 - Tenuta Rapitalà, Terre Siciliane"
"Terroir du Trias Bandol Rouge 2005","France","Bandol","Domaine de Terrebrune",3.9,39,79,2005,"Red","Terroir du Trias Bandol Rouge 2005 - Domaine de Terrebrune, Bandol"
"Barolo Riserva 2013","Italy","Barolo","Paolo Manzone",4.2,39,68.14,2013,"Red","Barolo Riserva 2013 - Paolo Manzone, Barolo"
"Primitivo di Manduria Riserva 2015","Italy","Primitivo di Manduria","Epicuro",3.9,390,16.59,2015,"Red","Primitivo di Manduria Riserva 2015 - Epicuro, Primitivo di Manduria"
"Haut-Médoc 2015","France","Haut-Médoc","Château Sociando-Mallet",4,390,41.87,2015,"Red","Haut-Médoc 2015 - Château Sociando-Mallet, Haut-Médoc"
"Zinfandel 2016","United States","Mendocino County","Hess Select",4,390,17.18,2016,"Red","Zinfandel 2016 - Hess Select, Mendocino County"
"Negroamaro Salento Masseria Maime 2015","Italy","Salento","Tormaresca",4.1,390,23.08,2015,"Red","Negroamaro Salento Masseria Maime 2015 - Tormaresca, Salento"
"Graticcio Appassionato 2017","Italy","Veneto","Tommasi",3.8,3900,10.54,2017,"Red","Graticcio Appassionato 2017 - Tommasi, Veneto"
"Almaviva 2017","Chile","Puente Alto","Almaviva",4.6,391,173.63,2017,"Red","Almaviva 2017 - Almaviva, Puente Alto"
"Desiderio Merlot 2015","Italy","Cortona","Avignonesi",4.1,391,45,2015,"Red","Desiderio Merlot 2015 - Avignonesi, Cortona"
"Rosso di Montalcino 2015","Italy","Rosso di Montalcino","Altesino",3.7,391,15.95,2015,"Red","Rosso di Montalcino 2015 - Altesino, Rosso di Montalcino"
"Marquês de Montemor 2017","Portugal","Alentejano","Quinta da Plansel",3.6,391,4.85,2017,"Red","Marquês de Montemor 2017 - Quinta da Plansel, Alentejano"
"Gigondas Rouge 2012","France","Gigondas","Château du Trignon",4,391,17.5,2012,"Red","Gigondas Rouge 2012 - Château du Trignon, Gigondas"
"Chianti Classico 2016","Italy","Chianti Classico","Rocca di Castagnoli",3.7,391,13.16,2016,"Red","Chianti Classico 2016 - Rocca di Castagnoli, Chianti Classico"
"Côte de Beaune 2016","France","Côte de Beaune","Joseph Drouhin",4.1,392,39.9,2016,"Red","Côte de Beaune 2016 - Joseph Drouhin, Côte de Beaune"
"Blason d'Issan Margaux 2015","France","Margaux","Château d'Issan",4,392,43.28,2015,"Red","Blason d'Issan Margaux 2015 - Château d'Issan, Margaux"
"Pantocrator 2005","Spain","Rioja Alta","Tarón",4.2,392,19.4,2005,"Red","Pantocrator 2005 - Tarón, Rioja Alta"
"Pomerol 2012","France","Pomerol","Château Taillefer",3.8,393,36.11,2012,"Red","Pomerol 2012 - Château Taillefer, Pomerol"
"Cabernet Sauvignon 2014","South Africa","Stellenbosch","Meerlust",3.9,393,22.5,2014,"Red","Cabernet Sauvignon 2014 - Meerlust, Stellenbosch"
"Salanques Priorat 2014","Spain","Priorat","Mas Doix",4,393,32.9,2014,"Red","Salanques Priorat 2014 - Mas Doix, Priorat"
"Ventoux Quintessence 2017","France","Ventoux","Château Pesquie",3.9,393,18.2,2017,"Red","Ventoux Quintessence 2017 - Château Pesquie, Ventoux"
"Châteauneuf-du-Pape 2016","France","Châteauneuf-du-Pape","Château Maucoil",4.2,394,33.13,2016,"Red","Châteauneuf-du-Pape 2016 - Château Maucoil, Châteauneuf-du-Pape"
"La Demoiselle de Sociando-Mallet Haut-Médoc 2015","France","Haut-Médoc","Château Sociando-Mallet",3.8,394,19.4,2015,"Red","La Demoiselle de Sociando-Mallet Haut-Médoc 2015 - Château Sociando-Mallet, Haut-Médoc"
"Perricone Guarnaccio Regaleali 2016","Italy","Terre Siciliane","Tasca d'Almerita",3.5,394,10.62,2016,"Red","Perricone Guarnaccio Regaleali 2016 - Tasca d'Almerita, Terre Siciliane"
"Añada 2017","Spain","Binissalem-Mallorca","Macià Batle",3.6,394,10.67,2017,"Red","Añada 2017 - Macià Batle, Binissalem-Mallorca"
"Crianza Rioja 2016","Spain","Rioja","Campillo",3.7,394,15.95,2016,"Red","Crianza Rioja 2016 - Campillo, Rioja"
"Cerretalto Brunello di Montalcino 2010","Italy","Brunello di Montalcino","Casanova di Neri",4.6,394,354.05,2010,"Red","Cerretalto Brunello di Montalcino 2010 - Casanova di Neri, Brunello di Montalcino"
"Tinto 2018","Portugal","Lisboa","Quinta da Espiga",3.7,394,5.75,2018,"Red","Tinto 2018 - Quinta da Espiga, Lisboa"
"Haut-Médoc 2014","France","Haut-Médoc","Château Lanessan",3.6,395,18.5,2014,"Red","Haut-Médoc 2014 - Château Lanessan, Haut-Médoc"
"Flowers Tinto Suave 2014","Brazil","Serra Gaúcha","Salton",3,395,6.9,2014,"Red","Flowers Tinto Suave 2014 - Salton, Serra Gaúcha"
"Valpolicella Superiore 2016","Italy","Valpolicella","Zenato",3.8,3957,7.9,2016,"Red","Valpolicella Superiore 2016 - Zenato, Valpolicella"
"Pinot Noir 2016","South Africa","Stellenbosch","Meerlust",3.7,396,22.45,2016,"Red","Pinot Noir 2016 - Meerlust, Stellenbosch"
"Castel Firmian Teroldego Rotaliano 2017","Italy","Teroldego Rotaliano","Mezzacorona",3.7,396,7.8,2017,"Red","Castel Firmian Teroldego Rotaliano 2017 - Mezzacorona, Teroldego Rotaliano"
"Cirò Classico Rosso 2015","Italy","Cirò","Librandi",3.2,396,6.9,2015,"Red","Cirò Classico Rosso 2015 - Librandi, Cirò"
"Sàgana (Tenuta San Giacomo) 2012","Italy","Sicilia","Cusumano",3.8,396,19.3,2012,"Red","Sàgana (Tenuta San Giacomo) 2012 - Cusumano, Sicilia"
"Reserve Cabernet Sauvignon 2013","South Africa","Stellenbosch","Vergelegen",4.3,396,26.5,2013,"Red","Reserve Cabernet Sauvignon 2013 - Vergelegen, Stellenbosch"
"Benuara (Tenuta Presti e Pegni) 2017","Italy","Terre Siciliane","Cusumano",4,396,10.35,2017,"Red","Benuara (Tenuta Presti e Pegni) 2017 - Cusumano, Terre Siciliane"
"Poggio ai Ginepri Bolgheri 2018","Italy","Bolgheri","Tenuta Argentiera",3.8,396,13.47,2018,"Red","Poggio ai Ginepri Bolgheri 2018 - Tenuta Argentiera, Bolgheri"
"Brunello di Montalcino 2012","Italy","Brunello di Montalcino","Tenuta CastelGiocondo",4.2,3960,36.76,2012,"Red","Brunello di Montalcino 2012 - Tenuta CastelGiocondo, Brunello di Montalcino"
"Sonoma Zinfandel 2017","United States","Sonoma County","Seghesio",4.1,3963,29.9,2017,"Red","Sonoma Zinfandel 2017 - Seghesio, Sonoma County"
"Amon-Ra Shiraz 2016","Australia","Barossa Valley","Glaetzer",4.3,397,56.44,2016,"Red","Amon-Ra Shiraz 2016 - Glaetzer, Barossa Valley"
"Classic Collection Cabernet Sauvignon 2018","South Africa","Western Cape","KWV",3.5,397,7.27,2018,"Red","Classic Collection Cabernet Sauvignon 2018 - KWV, Western Cape"
"Barolo Bricco Delle Viole 2014","Italy","Barolo","G.D. Vajra",4.2,397,62.38,2014,"Red","Barolo Bricco Delle Viole 2014 - G.D. Vajra, Barolo"
"Vieilles Vignes Cayrol Carignan 2017","France","Côtes Catalanes","Domaine Lafage",3.7,397,9.9,2017,"Red","Vieilles Vignes Cayrol Carignan 2017 - Domaine Lafage, Côtes Catalanes"
"Finca Resalso 2018","Spain","Ribera del Duero","Emilio Moro",3.9,3976,8.1,2018,"Red","Finca Resalso 2018 - Emilio Moro, Ribera del Duero"
"Saint-Julien (Grand Cru Classé) 2015","France","Saint-Julien","Château Léoville Poyferré",4.2,398,102.35,2015,"Red","Saint-Julien (Grand Cru Classé) 2015 - Château Léoville Poyferré, Saint-Julien"
"Patchwork Shiraz (Samuel's Garden Collection) 2016","Australia","Barossa","Yalumba",3.6,398,20.76,2016,"Red","Patchwork Shiraz (Samuel's Garden Collection) 2016 - Yalumba, Barossa"
"Lalande-de-Pomerol 2015","France","Lalande-de-Pomerol","Château La Fleur de Boüard",4.1,398,37.95,2015,"Red","Lalande-de-Pomerol 2015 - Château La Fleur de Boüard, Lalande-de-Pomerol"
"Castello Fonterutoli Chianti Classico Gran Selezione 2016","Italy","Chianti Classico","Mazzei",4.2,399,49.95,2016,"Red","Castello Fonterutoli Chianti Classico Gran Selezione 2016 - Mazzei, Chianti Classico"
"Carmenère Grande Reserve 2017","Chile","Colchagua Valley","Los Vascos",4,399,15.79,2017,"Red","Carmenère Grande Reserve 2017 - Los Vascos, Colchagua Valley"
"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013","France","Saint-Émilion Grand Cru","Château Belair-Monange",4.1,40,105.28,2013,"Red","Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013 - Château Belair-Monange, Saint-Émilion Grand Cru"
"Château Pimorin Haut-Médoc 2014","France","Haut-Médoc","Château Fontesteau",3.8,40,13.04,2014,"Red","Château Pimorin Haut-Médoc 2014 - Château Fontesteau, Haut-Médoc"
"Le Clos Rouge Crozes-Hermitage 2014","France","Crozes-Hermitage","Delas",4.1,40,36.95,2014,"Red","Le Clos Rouge Crozes-Hermitage 2014 - Delas, Crozes-Hermitage"
"Tre Saggi Montepulciano d'Abruzzo 2016","Italy","Montepulciano d'Abruzzo","Talamonti",3.6,40,10.57,2016,"Red","Tre Saggi Montepulciano d'Abruzzo 2016 - Talamonti, Montepulciano d'Abruzzo"
"Gran Lurton Cabernet Sauvignon 2015","Argentina","Uco Valley","Bodega Piedra Negra",3.9,40,24.3,2015,"Red","Gran Lurton Cabernet Sauvignon 2015 - Bodega Piedra Negra, Uco Valley"
"Enira Petit 2016","Bulgaria","Pazardjik","Bessa Valley",3.7,40,8.87,2016,"Red","Enira Petit 2016 - Bessa Valley, Pazardjik"
"Terre de Manganese 2015","France","Beaujolais","Didier Desvignes",4.2,40,22.23,2015,"Red","Terre de Manganese 2015 - Didier Desvignes, Beaujolais"
"Filio Corpore 2013","Italy","Veneto","Villa Sandi",4.1,40,9.65,2013,"Red","Filio Corpore 2013 - Villa Sandi, Veneto"
"Les Grandes Terrasses Cornas 2014","France","Cornas","Paul Jaboulet Aîné",4,40,38.79,2014,"Red","Les Grandes Terrasses Cornas 2014 - Paul Jaboulet Aîné, Cornas"
"Pére de Famille Cabernet Sauvignon 2016","United States","Columbia Valley","Betz Family Winery",4.5,40,88.42,2016,"Red","Pére de Famille Cabernet Sauvignon 2016 - Betz Family Winery, Columbia Valley"
"Pinotage 2018","South Africa","Durbanville","Durbanville Hills",3.7,40,7.62,2018,"Red","Pinotage 2018 - Durbanville Hills, Durbanville"
"Elio 2014","Italy","Veneto","Paolo Cottini",4.2,40,48.9,2014,"Red","Elio 2014 - Paolo Cottini, Veneto"
"La Strada Syrah 2013","New Zealand","Marlborough","Fromm Winery",3.6,40,19.53,2013,"Red","La Strada Syrah 2013 - Fromm Winery, Marlborough"
"The Ironstone Pressings 2014","Australia","McLaren Vale","d'Arenberg",4,40,47.98,2014,"Red","The Ironstone Pressings 2014 - d'Arenberg, McLaren Vale"
"Pinot Noir 2016","Romania","Tarnave","Villa Vinea",3.5,40,10.9,2016,"Red","Pinot Noir 2016 - Villa Vinea, Tarnave"
"Tinto 2016","Spain","Somontano","Enate",3.3,40,11.05,2016,"Red","Tinto 2016 - Enate, Somontano"
"Cabernet Sauvignon 2016","France","Pays d'Oc","Fortant",2.5,40,8.29,2016,"Red","Cabernet Sauvignon 2016 - Fortant, Pays d'Oc"
"Tamiz de Teófilo Reyes 2017","Spain","Ribera del Duero","Bodegas Reyes",3.8,40,8.72,2017,"Red","Tamiz de Teófilo Reyes 2017 - Bodegas Reyes, Ribera del Duero"
"Single Vineyard Block No 4 Malbec 2015","Argentina","Pedernal Valley","Pyros",3.7,40,23.95,2015,"Red","Single Vineyard Block No 4 Malbec 2015 - Pyros, Pedernal Valley"
"Henley Shiraz 2005","Australia","McLaren Vale","Geoff Merrill",4.5,40,96.5,2005,"Red","Henley Shiraz 2005 - Geoff Merrill, McLaren Vale"
"Domaine de la Madone Fleurie 2017","France","Fleurie","Jean-Marc Despres",3.4,40,11.43,2017,"Red","Domaine de la Madone Fleurie 2017 - Jean-Marc Despres, Fleurie"
"Côtes du Rhône Le Caillou 2019","France","Côtes-du-Rhône","Clos du Caillou",3.8,40,11.5,2019,"Red","Côtes du Rhône Le Caillou 2019 - Clos du Caillou, Côtes-du-Rhône"
"The Coppermine Road Cabernet Sauvignon 2016","Australia","McLaren Vale","d'Arenberg",3.9,40,44.2,2016,"Red","The Coppermine Road Cabernet Sauvignon 2016 - d'Arenberg, McLaren Vale"
"Le Caggiole Vino Nobile di Montepulciano 2016","Italy","Vino Nobile di Montepulciano","Poliziano",4.5,40,79.5,2016,"Red","Le Caggiole Vino Nobile di Montepulciano 2016 - Poliziano, Vino Nobile di Montepulciano"
"Dragon Tree Cabernet Sauvignon - Shiraz - Pinotage 2017","South Africa","Western Cape","Flagstone",3.8,40,11.95,2017,"Red","Dragon Tree Cabernet Sauvignon - Shiraz - Pinotage 2017 - Flagstone, Western Cape"
"Spätburgunder Trocken 2017","Germany","Rheinhessen","Manz",3.5,40,7.85,2017,"Red","Spätburgunder Trocken 2017 - Manz, Rheinhessen"
"Frappato 2014","Italy","Terre Siciliane","Baglio di Pianetto",3.5,40,7.78,2014,"Red","Frappato 2014 - Baglio di Pianetto, Terre Siciliane"
"Cuvée Confidence Côtes du Rhône Rouge 2018","France","Côtes-du-Rhône","Domaine Fond Croze",3.7,40,6.73,2018,"Red","Cuvée Confidence Côtes du Rhône Rouge 2018 - Domaine Fond Croze, Côtes-du-Rhône"
"La Tota Barbera d'Asti 2018","Italy","Barbera d'Asti","Marchesi Alfieri",3.9,40,12.38,2018,"Red","La Tota Barbera d'Asti 2018 - Marchesi Alfieri, Barbera d'Asti"
"Don Maximiano Founder's Reserve 1997","Chile","Aconcagua Valley","Errazuriz",4.5,40,78.49,1997,"Red","Don Maximiano Founder's Reserve 1997 - Errazuriz, Aconcagua Valley"
"Glener Pinot Nero 2018","Italy","Südtirol - Alto Adige","Castelfeder",4.1,40,14.13,2018,"Red","Glener Pinot Nero 2018 - Castelfeder, Südtirol - Alto Adige"
"Le Lucciole 2016","Italy","Romagna","Chiara Condello",4.4,40,37.92,2016,"Red","Le Lucciole 2016 - Chiara Condello, Romagna"
"Matero 2018","Italy","Toscana","Carlo Gentili",3.4,40,5.75,2018,"Red","Matero 2018 - Carlo Gentili, Toscana"
"Klein Babylons Toren Cabernet Sauvignon - Merlot 2015","South Africa","Paarl","Backsberg",3.8,40,15.5,2015,"Red","Klein Babylons Toren Cabernet Sauvignon - Merlot 2015 - Backsberg, Paarl"
"Secco-Bertani Original Vintage Edition 2016","Italy","Verona","Bertani",4.1,40,16.95,2016,"Red","Secco-Bertani Original Vintage Edition 2016 - Bertani, Verona"
"Gran Reserva Merlot 2017","Chile","Maule Valley","TerraNoble",3.5,40,15.26,2017,"Red","Gran Reserva Merlot 2017 - TerraNoble, Maule Valley"
"Mimus Spätburgunder Trocken 2016","Germany","Baden","Dr. Heger",3.9,40,26.61,2016,"Red","Mimus Spätburgunder Trocken 2016 - Dr. Heger, Baden"
"16 Primitivo Gioia del Colle 2015","Italy","Gioia del Colle","Polvanera",4.1,40,21.9,2015,"Red","16 Primitivo Gioia del Colle 2015 - Polvanera, Gioia del Colle"
"Dornfelder 2018","Germany","Rheinhessen","P. J. Valckenberg",3.7,40,6.4,2018,"Red","Dornfelder 2018 - P. J. Valckenberg, Rheinhessen"
"Les Éclats 2017","France","Pic-Saint-Loup","Domaine Mirabel",3.9,40,18.9,2017,"Red","Les Éclats 2017 - Domaine Mirabel, Pic-Saint-Loup"
"Vie Cave Maremma Toscana 2007","Italy","Maremma Toscana","Fattoria Aldobrandesca",3.6,40,16.47,2007,"Red","Vie Cave Maremma Toscana 2007 - Fattoria Aldobrandesca, Maremma Toscana"
"Tempranillo - Syrah 2017","Spain","Castilla","Gran Sello",4,40,6.45,2017,"Red","Tempranillo - Syrah 2017 - Gran Sello, Castilla"
"Amarone della Valpolicella 2015","Italy","Amarone della Valpolicella","Costa Arente",4.2,40,63.15,2015,"Red","Amarone della Valpolicella 2015 - Costa Arente, Amarone della Valpolicella"
"Redigaffi Toscana 2017","Italy","Toscana","Tua Rita",4.5,40,190.08,2017,"Red","Redigaffi Toscana 2017 - Tua Rita, Toscana"
"Montclàss 2014","Spain","Priorat","Cartoixa de Montsalvat",3.7,40,14.95,2014,"Red","Montclàss 2014 - Cartoixa de Montsalvat, Priorat"
"Reserve Cabernet Sauvignon 2016","United States","Napa Valley","Lewis Cellars",4.2,40,170.59,2016,"Red","Reserve Cabernet Sauvignon 2016 - Lewis Cellars, Napa Valley"
"Vieilles Vignes Châteauneuf du Pape 2015","France","Châteauneuf-du-Pape","La Cabotte",4.2,40,34.02,2015,"Red","Vieilles Vignes Châteauneuf du Pape 2015 - La Cabotte, Châteauneuf-du-Pape"
"Mi Pueblo Syrah 2015","Chile","Central Valley","Viña Maipo",3.3,40,6.5,2015,"Red","Mi Pueblo Syrah 2015 - Viña Maipo, Central Valley"
"Realda 2015","Italy","Veneto","Anselmi",3.8,40,14.5,2015,"Red","Realda 2015 - Anselmi, Veneto"
"Serraboella Barbaresco 2014","Italy","Barbaresco","Rivetti Massimo",4,40,34.02,2014,"Red","Serraboella Barbaresco 2014 - Rivetti Massimo, Barbaresco"
"Merlot Sicilia 2018","Italy","Terre Siciliane","Settesoli",3.1,40,5.79,2018,"Red","Merlot Sicilia 2018 - Settesoli, Terre Siciliane"
"Brunello di Montalcino 2015","Italy","Brunello di Montalcino","Pietroso",4.2,40,53.61,2015,"Red","Brunello di Montalcino 2015 - Pietroso, Brunello di Montalcino"
"Vino Nobile di Montepulciano 2016","Italy","Vino Nobile di Montepulciano","De'Ricci",4.1,40,16.56,2016,"Red","Vino Nobile di Montepulciano 2016 - De'Ricci, Vino Nobile di Montepulciano"
"Tempranillo 2016","Spain","Castilla","Infinitus",3.1,40,4.92,2016,"Red","Tempranillo 2016 - Infinitus, Castilla"
"Syrah 2017","New Zealand","Nelson","Seifried Estate",3.3,40,16.77,2017,"Red","Syrah 2017 - Seifried Estate, Nelson"
"Dark Lady of the Labyrinth Pinotage 2017","South Africa","Western Cape","Doolhof Wine Estate",4,400,12.5,2017,"Red","Dark Lady of the Labyrinth Pinotage 2017 - Doolhof Wine Estate, Western Cape"
"Vieilles Vignes Rouge Costières de Nîmes 2017","France","Costières-de-Nîmes","Château de Nages",3.6,400,12.19,2017,"Red","Vieilles Vignes Rouge Costières de Nîmes 2017 - Château de Nages, Costières-de-Nîmes"
"Saint-Émilion Grand Cru 2011","France","Saint-Émilion Grand Cru","Château Martinet",3.5,400,16.35,2011,"Red","Saint-Émilion Grand Cru 2011 - Château Martinet, Saint-Émilion Grand Cru"
"Château de Haute-Serre Malbec 2016","France","Cahors","Georges Vigouroux",4.1,400,19.4,2016,"Red","Château de Haute-Serre Malbec 2016 - Georges Vigouroux, Cahors"
"Ritme Vinyes Velles Boniques 2017","Spain","Priorat","Acustic Celler",4,400,17.99,2017,"Red","Ritme Vinyes Velles Boniques 2017 - Acustic Celler, Priorat"
"Saint-Émilion Grand Cru (Grand Cru Classé) 2011","France","Saint-Émilion Grand Cru","Clos de l'Oratoire",4,400,42.5,2011,"Red","Saint-Émilion Grand Cru (Grand Cru Classé) 2011 - Clos de l'Oratoire, Saint-Émilion Grand Cru"
"Saint-Émilion Grand Cru (Grand Cru Classé) 2015","France","Saint-Émilion Grand Cru","Château de Ferrand",3.9,401,42,2015,"Red","Saint-Émilion Grand Cru (Grand Cru Classé) 2015 - Château de Ferrand, Saint-Émilion Grand Cru"
"Bourgogne Pinot Noir 2016","France","Bourgogne","Antonin Rodet",3.5,401,16.96,2016,"Red","Bourgogne Pinot Noir 2016 - Antonin Rodet, Bourgogne"
"Montiano 2011","Italy","Lazio","Falesco",4,401,26.92,2011,"Red","Montiano 2011 - Falesco, Lazio"
"Haut-Médoc 2015","France","Haut-Médoc","Château Charmail",3.8,401,17.95,2015,"Red","Haut-Médoc 2015 - Château Charmail, Haut-Médoc"
"Pessac-Léognan (Premier Grand Cru Classé) 2009","France","Pessac-Léognan","Château Haut-Brion",4.7,401,955.3,2009,"Red","Pessac-Léognan (Premier Grand Cru Classé) 2009 - Château Haut-Brion, Pessac-Léognan"
"Bolgheri Il Seggio 2017","Italy","Bolgheri","Poggio Al Tesoro",4,401,19.3,2017,"Red","Bolgheri Il Seggio 2017 - Poggio Al Tesoro, Bolgheri"
"BriO de Cantenac Brown Margaux 2015","France","Margaux","Château Cantenac Brown",4,401,36.33,2015,"Red","BriO de Cantenac Brown Margaux 2015 - Château Cantenac Brown, Margaux"
"Burdese 2011","Italy","Menfi","Planeta",4,402,20.96,2011,"Red","Burdese 2011 - Planeta, Menfi"
"Ca'Marcanda Magari 2017","Italy","Bolgheri","Gaja",4.3,402,42.5,2017,"Red","Ca'Marcanda Magari 2017 - Gaja, Bolgheri"
"Goru 38 Barrels 2016","Spain","Jumilla","EGO",4.2,402,20.47,2016,"Red","Goru 38 Barrels 2016 - EGO, Jumilla"
"Pomerol 2005","France","Pomerol","Château La Conseillante",4.4,402,289.95,2005,"Red","Pomerol 2005 - Château La Conseillante, Pomerol"
"Antièri Susumaniello 2017","Italy","Salento","Schola Sarmenti",4.3,403,16.87,2017,"Red","Antièri Susumaniello 2017 - Schola Sarmenti, Salento"
"Brunello di Montalcino 2013","Italy","Brunello di Montalcino","Il Marroneto",4.2,403,63.26,2013,"Red","Brunello di Montalcino 2013 - Il Marroneto, Brunello di Montalcino"
"Finca Pedregal Single Vineyard Malbec - Cabernet Sauvignon 2014","Argentina","Mendoza","Pascual Toso",4.3,403,50.11,2014,"Red","Finca Pedregal Single Vineyard Malbec - Cabernet Sauvignon 2014 - Pascual Toso, Mendoza"
"Crianza 2015","Spain","La Mancha","Bodegas Artero",3.7,403,6.99,2015,"Red","Crianza 2015 - Bodegas Artero, La Mancha"
"Brunello di Montalcino 2012","Italy","Brunello di Montalcino","Poggio Landi",4,403,38.5,2012,"Red","Brunello di Montalcino 2012 - Poggio Landi, Brunello di Montalcino"
"Susumaniello 2017","Italy","Puglia","Epicuro",4,403,14.94,2017,"Red","Susumaniello 2017 - Epicuro, Puglia"
"Cabernet Sauvignon 2018","Argentina","Tupungato","Domaine Bousquet",3.6,404,6.75,2018,"Red","Cabernet Sauvignon 2018 - Domaine Bousquet, Tupungato"
